case_id,customer_id,region,industry,invoice_amount_usd,num_open_invoices,overdue_days_at_allocation,previous_default_count,previous_recovery_rate,payment_history_score,credit_score_band,contact_attempts_last_30d,last_contact_channel,dispute_flag,promised_to_pay_flag,assigned_dca_id,assigned_date,sla_days,sla_due_date,current_stage_snapshot,recovered_flag,recovered_amount_usd,recovery_days_from_allocation,recovery_date,recovered_within_30d,recovered_within_60d,escalation_flag,model_collectability_bucket_hint
C000145,19926,EU,Healthcare,6837.05,1,287,0,0.892,720.9,Good,5,SMS,0,0,DCA-02,2025-09-24,16,2025-10-10,Escalated,0,0.0,,,0,0,1,Low
C000146,18534,NA,Aviation,29800.33,5,316,3,0.542,433.4,Poor,10,Email,0,0,DCA-01,2025-08-22,7,2025-08-29,Escalated,0,0.0,,,0,0,1,Low
C000147,10346,APAC,Manufacturing,14514.37,4,191,0,0.842,678.6,Good,6,Phone,0,0,DCA-05,2025-09-08,30,2025-10-08,Escalated,0,0.0,,,0,0,1,Low
C000148,12339,EU,Logistics,9955.85,1,133,2,0.667,614.2,Fair,4,Portal,1,0,DCA-08,2025-08-25,9,2025-09-03,Escalated,0,0.0,,,0,0,1,Low
C000149,18216,EU,Healthcare,12947.01,7,149,0,1.0,711.6,Good,1,Portal,0,0,DCA-02,2025-04-08,29,2025-05-07,In Progress,0,0.0,,,0,0,0,Medium
C000150,10583,IND,Retail,5373.5,2,269,0,1.0,608.6,Fair,5,Portal,0,0,DCA-06,2025-09-04,14,2025-09-18,Escalated,0,0.0,,,0,0,1,Low
C000151,18556,MEA,Manufacturing,13231.72,7,116,2,0.949,589.2,Fair,1,Portal,0,0,DCA-01,2026-01-12,21,2026-02-02,In Progress,0,0.0,,,0,0,0,Low
C000152,12813,NA,Healthcare,6260.92,2,152,3,0.984,620.2,Fair,1,Email,0,0,DCA-03,2025-04-13,18,2025-05-01,Closed,1,5560.47,58.0,2025-06-10,0,1,0,Low
C000153,19176,NA,FMCG,10129.32,4,287,0,1.0,751.4,Very Good,3,Phone,0,0,DCA-09,2025-04-10,18,2025-04-28,Escalated,0,0.0,,,0,0,1,Low
C000154,12935,IND,Manufacturing,25532.56,3,198,2,0.756,572.4,Poor,2,SMS,0,0,DCA-02,2025-03-08,12,2025-03-20,Escalated,0,0.0,,,0,0,1,Low
C000155,14343,APAC,Automotive,15961.48,7,171,1,0.867,723.3,Good,3,Portal,0,0,DCA-07,2025-09-09,17,2025-09-26,Closed,1,13757.66,64.0,2025-11-12,0,0,0,Low
C000156,16619,NA,FMCG,4733.79,7,268,2,0.625,543.3,Poor,6,Portal,0,0,DCA-01,2025-02-04,27,2025-03-03,Escalated,0,0.0,,,0,0,1,Low
C000157,11262,LATAM,Finance,24246.84,6,106,1,0.965,663.9,Fair,1,Phone,0,0,DCA-06,2025-08-26,14,2025-09-09,In Progress,0,0.0,,,0,0,0,Low
C000158,15570,IND,Logistics,13293.5,6,23,2,0.789,716.0,Good,1,Email,0,0,DCA-03,2025-10-12,20,2025-11-01,Closed,1,12212.86,45.0,2025-11-26,0,1,0,Medium
C000159,15050,LATAM,Retail,9140.5,6,287,2,0.752,565.5,Poor,4,Phone,1,0,DCA-03,2025-04-28,28,2025-05-26,Escalated,0,0.0,,,0,0,1,Low
C000160,17838,LATAM,Manufacturing,22531.59,3,166,1,0.842,739.5,Good,4,Portal,0,0,DCA-06,2025-07-14,16,2025-07-30,In Progress,0,0.0,,,0,0,0,Low
C000161,19961,IND,Automotive,11884.08,7,119,0,1.0,770.0,Very Good,2,Phone,0,0,DCA-10,2025-04-07,30,2025-05-07,Closed,1,11884.08,59.0,2025-06-05,0,1,0,Low
C000162,16643,NA,Automotive,5907.85,4,35,0,0.835,692.8,Good,3,Email,0,0,DCA-03,2025-08-31,26,2025-09-26,In Progress,0,0.0,,,0,0,0,Medium
C000163,14091,LATAM,Finance,48701.58,3,338,2,0.881,567.2,Poor,6,Phone,0,0,DCA-06,2025-03-13,21,2025-04-03,Escalated,0,0.0,,,0,0,1,Low
C000164,14063,EU,Logistics,13199.03,2,264,0,0.925,743.4,Very Good,3,SMS,1,0,DCA-04,2025-08-09,23,2025-09-01,Escalated,0,0.0,,,0,0,1,Low
C000165,14179,MEA,Logistics,12619.9,5,100,1,0.959,689.3,Good,2,In-person,0,1,DCA-07,2025-08-13,25,2025-09-07,Closed,1,12619.9,38.0,2025-09-20,0,1,0,Medium
C000166,18140,LATAM,Logistics,10061.05,2,222,0,0.911,591.5,Fair,4,Phone,0,0,DCA-10,2025-09-17,25,2025-10-12,Escalated,0,0.0,,,0,0,1,Low
C000167,13212,IND,Healthcare,30515.07,5,170,0,0.847,685.8,Good,6,SMS,0,0,DCA-05,2025-12-23,13,2026-01-05,In Progress,0,0.0,,,0,0,0,Low
C000168,11669,LATAM,Healthcare,9251.91,1,120,0,0.709,706.6,Good,6,Email,0,1,DCA-10,2025-10-06,14,2025-10-20,Closed,1,9251.91,56.0,2025-12-01,0,1,0,Medium
C000169,13342,LATAM,Finance,4530.17,5,114,0,0.948,754.9,Very Good,6,Phone,0,0,DCA-10,2025-04-19,29,2025-05-18,In Progress,0,0.0,,,0,0,0,Medium
C000170,10227,APAC,Aviation,8307.6,5,28,1,1.0,772.1,Very Good,2,Email,1,1,DCA-09,2025-03-25,14,2025-04-08,Dispute,0,0.0,,,0,0,0,Low
C000171,11061,NA,FMCG,33817.79,4,355,1,0.942,585.9,Fair,3,Phone,0,0,DCA-03,2025-06-20,24,2025-07-14,Escalated,0,0.0,,,0,0,1,Low
C000172,10900,APAC,FMCG,23920.53,5,337,2,0.647,543.9,Poor,5,Portal,0,1,DCA-07,2025-09-29,14,2025-10-13,PTP,0,0.0,,,0,0,1,Low
C000173,17715,NA,FMCG,11175.61,7,317,0,0.867,643.8,Fair,1,Portal,0,1,DCA-04,2025-06-05,15,2025-06-20,PTP,0,0.0,,,0,0,1,Low
C000174,17223,LATAM,Logistics,34936.19,6,115,0,0.732,614.9,Fair,5,Phone,1,1,DCA-02,2025-04-20,25,2025-05-15,Escalated,0,0.0,,,0,0,1,Low
C000175,16967,EU,Healthcare,22551.56,4,363,0,1.0,577.3,Poor,7,Phone,0,0,DCA-05,2025-10-03,22,2025-10-25,Escalated,0,0.0,,,0,0,1,Low
C000176,14618,NA,Manufacturing,11085.44,7,101,1,0.924,778.3,Very Good,4,Portal,0,0,DCA-05,2025-01-11,16,2025-01-27,In Progress,0,0.0,,,0,0,0,Low
C000177,17170,IND,FMCG,11894.88,7,301,3,0.732,584.1,Fair,9,Portal,0,0,DCA-07,2025-11-27,21,2025-12-18,Escalated,0,0.0,,,0,0,1,Low
C000178,11612,EU,Healthcare,16823.34,2,37,1,0.929,658.3,Fair,1,SMS,0,0,DCA-04,2025-11-20,9,2025-11-29,Closed,1,14576.09,48.0,2026-01-07,0,1,0,Low
C000179,19006,LATAM,FMCG,7462.75,3,114,0,1.0,740.6,Very Good,3,Phone,0,0,DCA-01,2025-02-05,14,2025-02-19,In Progress,0,0.0,,,0,0,0,Low
C000180,15010,MEA,Technology,13401.92,6,211,0,0.73,661.1,Fair,5,SMS,0,0,DCA-03,2025-10-24,19,2025-11-12,Closed,1,12283.67,56.0,2025-12-19,0,1,0,Low
C000181,19380,APAC,Manufacturing,16580.11,4,353,1,0.607,588.4,Fair,8,Phone,0,0,DCA-09,2025-08-06,27,2025-09-02,Escalated,0,0.0,,,0,0,1,Low
C000182,11523,NA,FMCG,4101.56,1,97,5,0.613,621.1,Fair,2,Phone,0,0,DCA-09,2025-10-25,12,2025-11-06,In Progress,0,0.0,,,0,0,0,Low
C000183,14973,IND,Technology,11701.54,4,158,0,1.0,786.3,Very Good,1,In-person,0,1,DCA-01,2025-10-30,16,2025-11-15,PTP,0,0.0,,,0,0,0,Medium
C000184,16963,EU,Aviation,10806.04,3,307,1,0.825,571.1,Poor,4,Phone,0,0,DCA-02,2025-05-29,20,2025-06-18,Escalated,0,0.0,,,0,0,1,Low
C000185,14956,EU,Logistics,27437.0,6,172,0,0.877,658.3,Fair,7,Phone,0,1,DCA-01,2025-11-19,13,2025-12-02,PTP,0,0.0,,,0,0,0,Medium
C000186,14461,IND,Finance,3673.32,4,249,0,0.983,636.6,Fair,7,Email,0,0,DCA-05,2025-11-02,19,2025-11-21,Escalated,0,0.0,,,0,0,1,Low
C000187,11662,IND,Manufacturing,10228.63,1,153,1,0.857,646.9,Fair,7,Phone,1,0,DCA-02,2025-10-03,23,2025-10-26,Escalated,0,0.0,,,0,0,1,Low
C000188,13810,IND,Technology,9535.45,1,2,0,0.862,777.9,Very Good,0,Phone,0,0,DCA-08,2025-04-25,13,2025-05-08,In Progress,0,0.0,,,0,0,0,Medium
C000189,12387,IND,Energy,26161.64,3,104,1,0.837,622.0,Fair,3,Email,0,0,DCA-09,2025-03-29,12,2025-04-10,In Progress,0,0.0,,,0,0,0,Low
C000190,13015,NA,FMCG,12958.63,2,206,0,0.589,610.5,Fair,1,In-person,0,0,DCA-05,2025-04-28,29,2025-05-27,Escalated,0,0.0,,,0,0,1,Low
C000191,16837,IND,Automotive,46970.09,7,8,0,0.872,735.7,Good,1,Portal,0,0,DCA-05,2025-05-06,24,2025-05-30,Closed,1,40068.82,36.0,2025-06-11,0,1,0,Medium
C000192,16302,EU,Energy,21238.04,2,85,1,0.73,707.4,Good,6,In-person,0,0,DCA-06,2025-05-25,17,2025-06-11,In Progress,0,0.0,,,0,0,0,Low
C000193,16071,EU,Aviation,10025.07,5,347,1,0.797,555.1,Poor,6,Email,0,1,DCA-03,2025-10-31,14,2025-11-14,PTP,0,0.0,,,0,0,1,Low
C000194,13618,EU,Finance,15799.93,1,6,0,0.897,708.8,Good,2,Phone,0,0,DCA-07,2025-10-13,19,2025-11-01,In Progress,0,0.0,,,0,0,0,High
C000195,19596,NA,Finance,10426.98,4,91,1,0.908,622.7,Fair,2,Email,0,1,DCA-07,2025-05-14,27,2025-06-10,Closed,1,10151.73,39.0,2025-06-22,0,1,0,Medium
C000196,10876,LATAM,Healthcare,24381.44,7,226,1,0.86,553.2,Poor,3,Phone,0,0,DCA-02,2025-04-09,24,2025-05-03,Escalated,0,0.0,,,0,0,1,Low
C000197,13425,LATAM,Technology,5257.77,5,205,0,0.913,704.0,Good,2,Email,0,0,DCA-04,2025-10-16,19,2025-11-04,Escalated,0,0.0,,,0,0,1,Low
C000198,11180,IND,Finance,7505.66,3,75,0,0.935,747.1,Very Good,4,Phone,0,1,DCA-05,2025-01-30,22,2025-02-21,Closed,1,7505.66,18.0,2025-02-17,1,1,0,High
C000199,13389,NA,Healthcare,18379.35,6,22,4,0.883,586.0,Fair,5,Email,0,0,DCA-10,2025-08-12,10,2025-08-22,In Progress,0,0.0,,,0,0,0,Low
C000200,19618,APAC,Aviation,31509.03,4,328,0,0.68,622.8,Fair,4,Email,0,1,DCA-02,2025-04-13,7,2025-04-20,PTP,0,0.0,,,0,0,1,Low
C000201,13662,LATAM,Finance,2860.13,2,201,0,0.578,569.7,Poor,2,Phone,0,1,DCA-01,2025-08-23,24,2025-09-16,PTP,0,0.0,,,0,0,1,Low
C000202,19085,EU,Energy,34965.94,7,209,0,0.916,709.5,Good,4,Email,0,0,DCA-02,2025-07-01,18,2025-07-19,Closed,1,23495.15,52.0,2025-08-22,0,1,0,Low
C000203,14950,EU,Aviation,12111.44,7,22,0,0.739,635.1,Fair,5,Portal,0,0,DCA-03,2025-01-28,28,2025-02-25,In Progress,0,0.0,,,0,0,0,Medium
C000204,16997,NA,Manufacturing,3573.45,4,77,3,0.622,509.4,Poor,4,Email,0,0,DCA-07,2025-05-06,28,2025-06-03,In Progress,0,0.0,,,0,0,0,Low
C000205,14574,EU,Healthcare,1634.01,1,27,0,0.97,783.0,Very Good,5,Phone,0,1,DCA-01,2025-07-18,30,2025-08-17,Closed,1,1413.45,46.0,2025-09-02,0,1,0,Medium
C000206,12658,APAC,Healthcare,4579.89,3,357,0,1.0,745.2,Very Good,2,Email,1,0,DCA-01,2025-10-12,28,2025-11-09,Escalated,0,0.0,,,0,0,1,Low
C000207,17642,NA,Retail,13176.72,4,281,2,0.71,599.6,Fair,5,Phone,1,0,DCA-09,2025-12-30,21,2026-01-20,Escalated,0,0.0,,,0,0,1,Low
C000208,19691,IND,Finance,12757.46,7,199,0,0.937,745.5,Very Good,1,Email,0,0,DCA-02,2025-01-31,10,2025-02-10,Escalated,0,0.0,,,0,0,1,Medium
C000209,12635,MEA,FMCG,20811.07,6,248,2,0.698,723.8,Good,1,In-person,0,0,DCA-04,2025-10-04,22,2025-10-26,Escalated,0,0.0,,,0,0,1,Low
C000210,17787,NA,Energy,9093.9,2,61,0,0.941,709.7,Good,0,Portal,0,0,DCA-04,2025-09-17,14,2025-10-01,Closed,1,9093.9,41.0,2025-10-28,0,1,0,Medium
C000211,12611,NA,Energy,6151.01,4,360,0,0.606,649.2,Fair,5,Portal,0,0,DCA-08,2025-01-03,27,2025-01-30,Escalated,0,0.0,,,0,0,1,Low
C000212,17168,NA,FMCG,10004.99,2,189,0,0.883,677.6,Good,2,Email,0,0,DCA-10,2025-05-04,13,2025-05-17,Escalated,0,0.0,,,0,0,1,Low
C000213,17890,IND,Energy,13677.77,4,189,1,0.93,747.3,Very Good,6,Phone,1,0,DCA-08,2025-02-24,28,2025-03-24,Escalated,0,0.0,,,0,0,1,Low
C000214,14493,EU,Healthcare,15701.96,4,350,0,0.939,601.4,Fair,5,Portal,0,0,DCA-06,2025-03-14,28,2025-04-11,Escalated,0,0.0,,,0,0,1,Low
C000215,17369,IND,Healthcare,7689.3,4,35,1,1.0,770.7,Very Good,3,Phone,0,0,DCA-06,2025-05-11,18,2025-05-29,In Progress,0,0.0,,,0,0,0,Medium
C000216,12722,IND,Logistics,25109.78,3,155,0,0.883,737.9,Good,4,Email,1,0,DCA-05,2025-04-03,30,2025-05-03,Escalated,0,0.0,,,0,0,1,Low
C000217,10792,EU,Manufacturing,8647.47,4,33,1,0.788,665.2,Fair,4,Phone,0,0,DCA-10,2025-08-29,16,2025-09-14,In Progress,0,0.0,,,0,0,0,Low
C000218,10963,IND,Automotive,7267.72,6,155,1,1.0,709.4,Good,4,Portal,0,0,DCA-10,2025-03-20,17,2025-04-06,In Progress,0,0.0,,,0,0,0,Low
C000219,14470,EU,Energy,9139.18,4,98,1,1.0,704.9,Good,2,Email,0,1,DCA-08,2025-02-28,29,2025-03-29,Closed,1,9139.18,30.0,2025-03-30,1,1,0,Medium
C000220,19026,EU,Healthcare,28350.16,1,168,4,1.0,663.0,Fair,5,Email,0,0,DCA-09,2025-12-07,23,2025-12-30,In Progress,0,0.0,,,0,0,0,Low
C000221,11275,IND,Healthcare,12173.81,6,256,0,0.774,732.9,Good,2,Phone,0,0,DCA-06,2025-07-27,11,2025-08-07,Escalated,0,0.0,,,0,0,1,Low
C000222,14557,LATAM,Manufacturing,8216.01,5,102,0,0.866,657.6,Fair,3,Email,0,0,DCA-06,2025-04-27,11,2025-05-08,In Progress,0,0.0,,,0,0,0,Medium
C000223,17040,MEA,Automotive,25547.01,5,19,0,0.954,750.4,Very Good,1,Phone,0,1,DCA-08,2025-11-21,19,2025-12-10,PTP,0,0.0,,,0,0,0,Medium
C000224,12023,APAC,Manufacturing,59869.59,5,59,0,1.0,715.3,Good,4,Phone,0,0,DCA-04,2025-11-18,22,2025-12-10,In Progress,0,0.0,,,0,0,0,Low
C000225,17216,APAC,Finance,15471.85,2,261,0,0.838,583.5,Fair,4,Phone,1,1,DCA-07,2025-01-04,20,2025-01-24,Escalated,0,0.0,,,0,0,1,Low
C000226,13059,IND,Technology,31687.89,7,211,3,0.624,555.4,Poor,3,Email,0,0,DCA-05,2025-04-25,8,2025-05-03,Escalated,0,0.0,,,0,0,1,Low
C000227,18086,NA,Energy,27591.27,7,357,1,0.976,627.9,Fair,3,Phone,0,0,DCA-10,2025-08-02,10,2025-08-12,Escalated,0,0.0,,,0,0,1,Low
C000228,15792,IND,Logistics,8743.38,2,326,2,0.903,606.4,Fair,2,Phone,1,1,DCA-04,2025-01-02,8,2025-01-10,Escalated,0,0.0,,,0,0,1,Low
C000229,15469,IND,FMCG,13611.14,2,59,0,0.767,685.8,Good,2,Phone,1,0,DCA-07,2025-09-24,25,2025-10-19,Dispute,0,0.0,,,0,0,0,Medium
C000230,11767,EU,Retail,5443.72,2,268,4,0.966,561.7,Poor,3,SMS,0,1,DCA-01,2025-01-03,16,2025-01-19,PTP,0,0.0,,,0,0,1,Low
C000231,14632,MEA,Healthcare,11574.28,7,33,4,0.781,588.4,Fair,5,Phone,0,0,DCA-06,2026-01-24,16,2026-02-09,In Progress,0,0.0,,,0,0,0,Low
C000232,18566,NA,Logistics,8618.5,7,36,0,0.7,676.5,Good,2,Phone,1,0,DCA-08,2025-05-26,27,2025-06-22,Closed,1,6220.94,55.0,2025-07-20,0,1,0,Low
C000233,10195,IND,Automotive,10076.69,2,289,0,1.0,685.1,Good,7,Email,0,0,DCA-09,2025-07-30,30,2025-08-29,Escalated,0,0.0,,,0,0,1,Low
C000234,17585,IND,Automotive,7903.6,5,146,2,0.893,656.6,Fair,3,Portal,0,1,DCA-09,2025-12-04,7,2025-12-11,PTP,0,0.0,,,0,0,0,Low
C000235,14927,NA,Aviation,10927.44,2,364,1,0.804,576.3,Poor,4,Phone,0,1,DCA-06,2025-08-07,28,2025-09-04,PTP,0,0.0,,,0,0,1,Low
C000236,17194,EU,Logistics,19390.97,1,2,1,1.0,764.6,Very Good,1,Phone,0,0,DCA-06,2025-08-22,14,2025-09-05,In Progress,0,0.0,,,0,0,0,Medium
C000237,16632,LATAM,Energy,12287.72,2,183,0,0.729,606.3,Fair,6,Phone,0,0,DCA-04,2026-01-13,25,2026-02-07,Closed,1,9358.06,59.0,2026-03-13,0,1,0,Low
C000238,14320,MEA,Automotive,3622.57,1,113,0,0.973,650.0,Fair,4,Email,0,0,DCA-10,2025-09-26,22,2025-10-18,Closed,1,3456.94,68.0,2025-12-03,0,0,0,Medium
C000239,13086,NA,Finance,7924.51,6,359,0,0.712,722.0,Good,10,SMS,0,0,DCA-07,2025-06-11,10,2025-06-21,Closed,1,6412.96,72.0,2025-08-22,0,0,0,Low
C000240,16273,APAC,Retail,4612.02,6,244,1,0.967,664.4,Fair,3,Email,0,0,DCA-03,2025-06-13,14,2025-06-27,Escalated,0,0.0,,,0,0,1,Low
C000241,11402,APAC,Aviation,15848.69,2,281,1,1.0,710.8,Good,2,Phone,0,1,DCA-09,2025-09-14,16,2025-09-30,Closed,1,14092.29,41.0,2025-10-25,0,1,0,Medium
C000242,15840,MEA,FMCG,19002.43,4,106,0,1.0,685.3,Good,3,Portal,0,0,DCA-07,2025-04-19,7,2025-04-26,Closed,1,18260.43,55.0,2025-06-13,0,1,0,Medium
C000243,10946,EU,Retail,15987.84,2,326,1,0.583,558.2,Poor,5,Phone,0,0,DCA-07,2025-01-01,16,2025-01-17,Closed,1,10626.7,85.0,2025-03-27,0,0,0,Low
C000244,16498,EU,Healthcare,7698.78,4,306,0,1.0,800.6,Excellent,7,Email,0,0,DCA-02,2025-09-11,19,2025-09-30,Escalated,0,0.0,,,0,0,1,Low
C000245,16287,NA,Healthcare,15879.71,7,286,0,1.0,696.3,Good,4,In-person,0,1,DCA-01,2025-09-19,21,2025-10-10,PTP,0,0.0,,,0,0,1,Low
C000246,10844,IND,Logistics,9613.47,7,174,0,0.896,749.6,Very Good,5,Phone,0,0,DCA-06,2025-08-17,9,2025-08-26,In Progress,0,0.0,,,0,0,0,Low
C000247,17574,NA,Automotive,6022.41,6,336,1,0.984,630.9,Fair,5,Email,0,0,DCA-02,2025-05-03,24,2025-05-27,Escalated,0,0.0,,,0,0,1,Low
C000248,14158,APAC,FMCG,22456.85,2,244,1,0.949,667.9,Fair,4,Phone,0,0,DCA-07,2025-01-14,14,2025-01-28,Escalated,0,0.0,,,0,0,1,Low
C000249,17868,NA,Technology,23685.53,2,24,1,0.478,656.6,Fair,3,Phone,1,0,DCA-07,2025-03-17,19,2025-04-05,Closed,1,16914.95,45.0,2025-05-01,0,1,0,Low
C000250,10416,NA,Energy,25957.78,2,322,0,0.806,533.1,Poor,3,Phone,0,1,DCA-04,2025-08-07,28,2025-09-04,PTP,0,0.0,,,0,0,1,Low
C000251,11794,MEA,FMCG,8726.82,1,8,0,0.699,676.3,Good,2,Phone,0,0,DCA-05,2025-01-13,18,2025-01-31,In Progress,0,0.0,,,0,0,0,Medium
C000252,14939,NA,Energy,30502.19,5,249,2,0.631,630.0,Fair,6,Portal,0,0,DCA-09,2025-09-07,21,2025-09-28,Escalated,0,0.0,,,0,0,1,Low
C000253,11882,LATAM,Finance,9456.83,5,91,0,0.847,600.9,Fair,3,Email,1,0,DCA-07,2025-03-15,28,2025-04-12,Escalated,0,0.0,,,0,0,1,Low
C000254,13298,LATAM,FMCG,21108.92,7,327,0,0.946,713.1,Good,4,Phone,0,0,DCA-04,2025-05-26,24,2025-06-19,Escalated,0,0.0,,,0,0,1,Low
C000255,16605,IND,Technology,9342.8,1,266,1,0.916,611.1,Fair,3,SMS,0,0,DCA-06,2026-01-25,16,2026-02-10,Escalated,0,0.0,,,0,0,1,Low
C000256,11445,APAC,Finance,11421.04,2,295,0,1.0,694.2,Good,4,In-person,0,0,DCA-05,2025-05-16,10,2025-05-26,Escalated,0,0.0,,,0,0,1,Low
C000257,16777,NA,Finance,2453.27,6,255,3,0.843,577.0,Poor,5,Email,0,0,DCA-01,2025-06-09,17,2025-06-26,Escalated,0,0.0,,,0,0,1,Low
C000258,11034,APAC,Retail,10814.69,5,207,1,0.769,577.1,Poor,6,Email,0,0,DCA-04,2025-11-08,24,2025-12-02,Escalated,0,0.0,,,0,0,1,Low
C000259,11751,NA,Finance,14239.33,3,315,2,0.947,633.4,Fair,4,Portal,0,0,DCA-02,2025-01-27,16,2025-02-12,Escalated,0,0.0,,,0,0,1,Low
C000260,15876,APAC,Finance,10026.28,2,109,1,0.765,685.2,Good,1,In-person,1,1,DCA-02,2025-05-27,11,2025-06-07,Closed,1,9435.89,34.0,2025-06-30,0,1,1,Low
C000261,17934,APAC,FMCG,45676.15,4,193,1,0.826,604.4,Fair,3,SMS,0,1,DCA-04,2025-07-11,8,2025-07-19,Closed,1,39308.67,47.0,2025-08-27,0,1,0,Medium
C000262,11705,APAC,Finance,5921.08,2,109,0,1.0,826.3,Excellent,0,Phone,0,1,DCA-10,2025-04-24,28,2025-05-22,PTP,0,0.0,,,0,0,0,Low
C000263,12999,IND,FMCG,9004.62,4,42,0,0.892,670.9,Good,2,In-person,1,0,DCA-06,2026-01-24,12,2026-02-05,Dispute,0,0.0,,,0,0,0,Low
C000264,19251,EU,Manufacturing,7091.05,7,319,1,0.894,594.4,Fair,2,Phone,0,0,DCA-04,2025-11-06,23,2025-11-29,Escalated,0,0.0,,,0,0,1,Low
C000265,19896,IND,Retail,9003.39,2,181,0,0.782,669.5,Fair,5,Email,0,1,DCA-02,2025-01-23,27,2025-02-19,PTP,0,0.0,,,0,0,1,Low
C000266,15810,IND,Healthcare,27501.32,1,20,3,0.725,624.9,Fair,3,Portal,0,0,DCA-04,2026-01-25,23,2026-02-17,In Progress,0,0.0,,,0,0,0,Low
C000267,14470,EU,Retail,37594.85,6,301,1,1.0,595.8,Fair,4,Phone,0,0,DCA-03,2025-03-21,8,2025-03-29,Escalated,0,0.0,,,0,0,1,Low
C000268,13468,EU,Aviation,8179.98,1,343,0,0.784,794.4,Very Good,8,Email,0,1,DCA-09,2025-03-14,12,2025-03-26,PTP,0,0.0,,,0,0,1,Low
C000269,16124,NA,FMCG,8053.76,7,241,0,0.952,716.1,Good,5,SMS,0,0,DCA-06,2025-10-23,9,2025-11-01,Escalated,0,0.0,,,0,0,1,Low
C000270,15909,IND,FMCG,5943.24,6,120,0,0.991,671.0,Good,2,Portal,0,0,DCA-10,2025-05-30,17,2025-06-16,In Progress,0,0.0,,,0,0,0,Medium
C000271,12947,MEA,Retail,33336.22,3,313,0,0.906,644.6,Fair,6,Portal,0,0,DCA-04,2025-01-16,27,2025-02-12,Escalated,0,0.0,,,0,0,1,Low
C000272,10228,NA,Automotive,29281.26,3,269,1,1.0,658.8,Fair,3,Email,0,1,DCA-02,2025-01-02,7,2025-01-09,PTP,0,0.0,,,0,0,1,Low
C000273,11514,NA,Automotive,12404.48,3,104,0,0.838,609.0,Fair,1,Email,0,0,DCA-09,2025-10-04,17,2025-10-21,Closed,1,9700.91,55.0,2025-11-28,0,1,0,Medium
C000274,19585,IND,Automotive,5027.76,3,121,0,1.0,744.8,Very Good,3,SMS,0,0,DCA-07,2025-07-11,15,2025-07-26,In Progress,0,0.0,,,0,0,0,Medium
C000275,14181,NA,Finance,5352.59,6,360,1,0.773,590.3,Fair,2,SMS,0,1,DCA-07,2025-07-05,20,2025-07-25,PTP,0,0.0,,,0,0,1,Low
C000276,14823,IND,Manufacturing,15054.63,6,348,2,0.744,579.6,Poor,4,Portal,0,1,DCA-02,2025-04-22,7,2025-04-29,PTP,0,0.0,,,0,0,1,Low
C000277,14671,EU,Retail,19624.55,2,247,0,1.0,786.8,Very Good,1,Phone,0,0,DCA-04,2025-03-26,22,2025-04-17,Escalated,0,0.0,,,0,0,1,Low
C000278,17827,APAC,Energy,3145.41,2,14,1,0.829,740.4,Very Good,1,Email,0,0,DCA-01,2025-11-23,7,2025-11-30,In Progress,0,0.0,,,0,0,0,Low
C000279,10649,NA,Aviation,10668.84,4,84,1,0.831,723.4,Good,3,Phone,0,1,DCA-03,2025-06-21,16,2025-07-07,PTP,0,0.0,,,0,0,0,Medium
C000280,10827,EU,Logistics,41473.38,5,129,0,0.75,765.9,Very Good,1,Email,0,1,DCA-07,2025-12-28,11,2026-01-08,PTP,0,0.0,,,0,0,0,Medium
C000281,12758,LATAM,Manufacturing,11472.91,6,196,0,0.981,702.6,Good,2,Phone,0,0,DCA-09,2025-08-19,15,2025-09-03,Escalated,0,0.0,,,0,0,1,Low
C000282,14866,IND,Manufacturing,37901.53,3,316,0,0.693,702.8,Good,5,Phone,1,1,DCA-10,2025-02-15,23,2025-03-10,Escalated,0,0.0,,,0,0,1,Low
C000283,16711,LATAM,Aviation,21043.19,4,309,4,0.572,496.1,Poor,7,Phone,0,1,DCA-04,2025-06-18,27,2025-07-15,PTP,0,0.0,,,0,0,1,Low
C000284,14907,NA,Finance,6254.17,1,100,0,0.71,705.5,Good,2,Phone,0,0,DCA-03,2025-12-08,12,2025-12-20,Closed,1,5505.85,74.0,2026-02-20,0,0,0,Medium
C000285,14411,APAC,Finance,10884.88,4,40,0,1.0,831.1,Excellent,0,Email,0,0,DCA-09,2025-01-30,16,2025-02-15,Closed,1,9483.46,45.0,2025-03-16,0,1,0,Medium
C000286,19378,NA,Healthcare,12208.82,5,101,0,1.0,776.0,Very Good,5,Portal,0,1,DCA-04,2025-03-26,28,2025-04-23,Closed,1,12208.82,33.0,2025-04-28,0,1,0,Medium
C000287,11610,APAC,Automotive,6858.49,3,86,1,0.652,593.0,Fair,8,Email,0,0,DCA-05,2025-07-18,30,2025-08-17,In Progress,0,0.0,,,0,0,0,Low
C000288,15717,EU,Automotive,6775.66,3,328,1,1.0,633.1,Fair,6,Email,0,1,DCA-02,2025-05-02,20,2025-05-22,PTP,0,0.0,,,0,0,1,Low
C000289,15422,IND,Finance,38358.75,4,6,1,1.0,670.5,Good,2,Email,0,0,DCA-01,2025-08-30,19,2025-09-18,In Progress,0,0.0,,,0,0,0,Medium
C000290,14734,IND,FMCG,6740.22,7,303,0,0.956,622.2,Fair,0,Phone,0,0,DCA-02,2025-12-16,17,2026-01-02,Escalated,0,0.0,,,0,0,1,Low
