interaction_id,case_id,timestamp,actor,event_type,channel,notes
I0004773,C002176,2025-02-15 09:47:00,FedEx,SMS Sent,In-person,Customer promised to pay next week
I0016867,C000746,2025-02-15 12:04:00,DCA,Allocated,Phone,Email bounced
I0012254,C002293,2025-02-15 12:46:00,DCA,Call Connected,Email,Payment received partial
I0019698,C001255,2025-02-15 13:13:00,DCA,Email Sent,Email,No response after multiple attempts
I0008228,C002942,2025-02-15 13:45:00,DCA,Email Sent,In-person,Payment received partial
I0001961,C000057,2025-02-15 13:52:00,FedEx,PTP Recorded,SMS,Email bounced
I0010060,C000099,2025-02-15 14:07:00,DCA,Call Connected,Phone,Customer requested invoice copy
I0020443,C003091,2025-02-15 14:55:00,DCA,Portal Message,Email,Customer asked for payment plan
I0019024,C004595,2025-02-15 15:04:00,FedEx,Portal Message,Portal,Escalated due to SLA breach
I0021009,C000968,2025-02-15 17:17:00,DCA,Portal Message,SMS,Updated contact details
I0021317,C002255,2025-02-15 18:02:00,FedEx,Call Connected,SMS,Escalated due to SLA breach
I0012937,C001540,2025-02-15 18:37:00,DCA,Call Connected,In-person,Customer requested invoice copy
I0019123,C000228,2025-02-16 10:27:00,FedEx,SMS Sent,SMS,Email bounced
I0003393,C002151,2025-02-16 11:31:00,FedEx,SMS Sent,Email,No response after multiple attempts
I0019154,C001909,2025-02-16 12:14:00,DCA,Call Attempt,In-person,Escalated due to SLA breach
I0007143,C001067,2025-02-16 15:37:00,FedEx,PTP Recorded,In-person,No response after multiple attempts
I0021869,C002309,2025-02-16 16:41:00,DCA,Portal Message,Portal,No response after multiple attempts
I0012488,C001348,2025-02-16 16:49:00,DCA,SMS Sent,In-person,Payment received partial
I0016155,C002947,2025-02-16 17:55:00,DCA,Call Attempt,SMS,Payment received partial
I0023406,C001038,2025-02-16 18:24:00,DCA,Call Connected,SMS,Customer promised to pay next week
I0010148,C001104,2025-02-16 18:37:00,DCA,SMS Sent,In-person,Customer promised to pay next week
I0003541,C002439,2025-02-17 08:08:00,FedEx,Note Added,Email,No response after multiple attempts
I0003086,C002657,2025-02-17 12:13:00,DCA,Call Connected,SMS,Customer asked for payment plan
I0023968,C002193,2025-02-17 12:20:00,DCA,Email Sent,Email,No response after multiple attempts
I0008888,C004143,2025-02-17 12:23:00,FedEx,Call Connected,SMS,Customer promised to pay next week
I0002893,C002014,2025-02-17 13:40:00,DCA,Note Added,In-person,Customer promised to pay next week
I0020319,C002512,2025-02-17 13:50:00,DCA,Escalation,In-person,Updated contact details
I0011726,C002952,2025-02-17 14:27:00,FedEx,SMS Sent,Phone,Dispute regarding service charges
I0001310,C000646,2025-02-17 15:52:00,DCA,Call Connected,SMS,Left voicemail
I0021338,C003673,2025-02-17 16:06:00,DCA,Email Sent,Phone,Escalated due to SLA breach
I0003429,C003448,2025-02-17 16:10:00,DCA,SMS Sent,SMS,Customer promised to pay next week
I0002482,C000099,2025-02-17 16:40:00,DCA,SMS Sent,Portal,Dispute regarding service charges
I0010225,C000981,2025-02-17 17:04:00,DCA,SMS Sent,Portal,Payment received partial
I0012473,C003063,2025-02-17 18:12:00,FedEx,Call Attempt,In-person,Customer requested invoice copy
I0015236,C003407,2025-02-17 18:31:00,DCA,Portal Message,Phone,Updated contact details
I0016573,C001892,2025-02-18 09:08:00,DCA,Payment Received,Email,Payment received partial
I0011677,C003751,2025-02-18 09:40:00,FedEx,Call Attempt,SMS,Left voicemail
I0019290,C001776,2025-02-18 10:02:00,DCA,SMS Sent,Email,No response after multiple attempts
I0011519,C002285,2025-02-18 10:40:00,FedEx,Call Attempt,Email,Customer asked for payment plan
I0023929,C000649,2025-02-18 10:51:00,FedEx,SMS Sent,Phone,Updated contact details
I0014901,C000790,2025-02-18 11:43:00,FedEx,PTP Recorded,In-person,Customer promised to pay next week
I0012166,C002255,2025-02-18 11:48:00,DCA,Call Attempt,Portal,Payment received partial
I0014114,C001057,2025-02-18 12:16:00,DCA,Portal Message,In-person,Updated contact details
I0017056,C004700,2025-02-18 13:00:00,DCA,Case Closed,In-person,Customer requested invoice copy
I0012584,C004960,2025-02-18 13:15:00,FedEx,Call Attempt,In-person,Left voicemail
I0007261,C000963,2025-02-18 13:39:00,FedEx,Case Closed,Portal,Dispute regarding service charges
I0020246,C001306,2025-02-18 15:56:00,DCA,Email Sent,Email,Customer requested invoice copy
I0019439,C004295,2025-02-18 16:11:00,DCA,SMS Sent,Phone,Email bounced
I0014410,C003711,2025-02-18 18:56:00,FedEx,Portal Message,In-person,Payment received partial
I0008480,C004162,2025-02-19 08:16:00,DCA,PTP Recorded,Phone,Payment received partial
I0001768,C001474,2025-02-19 08:34:00,FedEx,Call Connected,Portal,Escalated due to SLA breach
I0002861,C003209,2025-02-19 08:45:00,DCA,Allocated,In-person,Customer requested invoice copy
I0016529,C001579,2025-02-19 09:04:00,DCA,Call Attempt,SMS,Payment received partial
I0020094,C003483,2025-02-19 10:18:00,FedEx,SMS Sent,SMS,Customer requested invoice copy
I0005461,C001565,2025-02-19 10:20:00,DCA,SMS Sent,Portal,Updated contact details
I0010607,C002404,2025-02-19 10:56:00,DCA,Allocated,SMS,Customer asked for payment plan
I0015350,C003890,2025-02-19 11:07:00,DCA,Call Attempt,Phone,Escalated due to SLA breach
I0002383,C000294,2025-02-19 12:02:00,DCA,PTP Recorded,Email,Updated contact details
I0020085,C003218,2025-02-19 12:03:00,DCA,Call Connected,SMS,Customer promised to pay next week
I0009642,C002063,2025-02-19 12:05:00,DCA,Portal Message,Phone,Escalated due to SLA breach
I0011675,C003293,2025-02-19 12:15:00,DCA,SMS Sent,Email,Escalated due to SLA breach
I0015152,C004441,2025-02-19 13:13:00,DCA,Allocated,Email,Escalated due to SLA breach
I0020634,C002593,2025-02-19 13:22:00,DCA,Allocated,Email,Customer asked for payment plan
I0019185,C003957,2025-02-19 13:26:00,FedEx,Payment Received,Phone,Escalated due to SLA breach
I0022246,C000471,2025-02-19 13:28:00,DCA,Call Connected,Email,Customer asked for payment plan
I0014891,C004812,2025-02-19 15:44:00,FedEx,Dispute Raised,Phone,Left voicemail
I0024586,C002285,2025-02-19 16:31:00,DCA,Call Attempt,SMS,Dispute regarding service charges
I0016289,C003877,2025-02-19 16:47:00,DCA,Call Attempt,Phone,Customer asked for payment plan
I0015411,C001223,2025-02-19 16:58:00,DCA,Call Attempt,In-person,No response after multiple attempts
I0007974,C003467,2025-02-19 17:29:00,FedEx,Email Sent,Phone,Escalated due to SLA breach
I0009744,C001628,2025-02-19 18:17:00,DCA,Case Closed,Phone,Payment received partial
I0010774,C002096,2025-02-19 18:21:00,DCA,Call Attempt,SMS,Customer requested invoice copy
I0022366,C003209,2025-02-20 08:12:00,DCA,Dispute Raised,SMS,Customer requested invoice copy
I0019058,C003361,2025-02-20 08:13:00,FedEx,Case Closed,Phone,No response after multiple attempts
I0001982,C002511,2025-02-20 08:16:00,FedEx,Call Connected,In-person,Left voicemail
I0017530,C000069,2025-02-20 09:44:00,DCA,Note Added,SMS,Payment received partial
I0013800,C004648,2025-02-20 10:01:00,FedEx,Portal Message,In-person,Updated contact details
I0022591,C003171,2025-02-20 10:45:00,FedEx,Payment Received,Email,Escalated due to SLA breach
I0009196,C000285,2025-02-20 10:49:00,DCA,Note Added,Portal,No response after multiple attempts
I0007557,C000566,2025-02-20 11:52:00,DCA,SMS Sent,Phone,Dispute regarding service charges
I0024256,C000629,2025-02-20 12:03:00,DCA,Call Attempt,Portal,Customer requested invoice copy
I0001600,C003407,2025-02-20 13:57:00,FedEx,Portal Message,Portal,Escalated due to SLA breach
I0000811,C000699,2025-02-20 14:08:00,FedEx,Allocated,SMS,Email bounced
I0000660,C002365,2025-02-20 14:40:00,FedEx,Portal Message,In-person,Left voicemail
I0006072,C002066,2025-02-20 14:52:00,DCA,PTP Recorded,Phone,Left voicemail
I0018023,C000442,2025-02-20 14:59:00,DCA,PTP Recorded,Phone,Customer asked for payment plan
I0010042,C001812,2025-02-20 16:08:00,DCA,PTP Recorded,SMS,Payment received partial
I0008356,C004648,2025-02-20 17:15:00,DCA,SMS Sent,In-person,No response after multiple attempts
I0014570,C004860,2025-02-20 17:28:00,DCA,Portal Message,Portal,Dispute regarding service charges
I0020307,C001405,2025-02-20 17:58:00,DCA,Call Connected,Phone,No response after multiple attempts
I0020529,C003783,2025-02-20 18:16:00,DCA,SMS Sent,Phone,Left voicemail
I0013286,C001986,2025-02-21 08:22:00,DCA,Email Sent,Email,Escalated due to SLA breach
I0023189,C003681,2025-02-21 08:29:00,DCA,Email Sent,Portal,Email bounced
I0020226,C000069,2025-02-21 09:39:00,DCA,Email Sent,SMS,Escalated due to SLA breach
I0004595,C000623,2025-02-21 10:16:00,DCA,Case Closed,Phone,Updated contact details
I0001803,C000082,2025-02-21 10:27:00,DCA,Call Attempt,SMS,Customer requested invoice copy
I0005472,C002344,2025-02-21 11:16:00,DCA,PTP Recorded,Portal,Escalated due to SLA breach
I0012896,C000741,2025-02-21 11:17:00,FedEx,Email Sent,Phone,Customer promised to pay next week
I0000136,C003150,2025-02-21 11:25:00,DCA,PTP Recorded,In-person,Customer asked for payment plan
I0016159,C004275,2025-02-21 11:48:00,DCA,Note Added,In-person,Dispute regarding service charges
I0010701,C001805,2025-02-21 12:43:00,FedEx,PTP Recorded,Email,Payment received partial
I0000443,C004279,2025-02-21 13:35:00,DCA,Email Sent,Portal,Customer asked for payment plan
I0009383,C000652,2025-02-21 13:38:00,DCA,Email Sent,In-person,Customer requested invoice copy
I0006403,C000623,2025-02-21 15:15:00,DCA,Email Sent,In-person,Customer promised to pay next week
I0021034,C002056,2025-02-21 16:12:00,FedEx,Payment Received,SMS,Updated contact details
I0023044,C000960,2025-02-21 17:44:00,DCA,Portal Message,In-person,Customer promised to pay next week
I0016756,C003935,2025-02-21 18:50:00,DCA,Call Connected,In-person,Email bounced
I0010016,C000418,2025-02-22 08:06:00,DCA,Dispute Raised,Portal,Payment received partial
I0000726,C002787,2025-02-22 08:11:00,DCA,SMS Sent,SMS,Customer promised to pay next week
I0018113,C003832,2025-02-22 08:15:00,DCA,Email Sent,Phone,Customer requested invoice copy
I0018502,C004717,2025-02-22 09:11:00,DCA,Escalation,In-person,Payment received partial
I0014182,C002894,2025-02-22 09:17:00,FedEx,Allocated,SMS,Payment received partial
I0007928,C001348,2025-02-22 09:37:00,DCA,SMS Sent,Phone,No response after multiple attempts
I0004904,C002567,2025-02-22 10:14:00,FedEx,Email Sent,Email,Email bounced
I0020989,C004818,2025-02-22 10:30:00,DCA,Call Connected,In-person,Payment received partial
I0024452,C003755,2025-02-22 10:59:00,DCA,Dispute Raised,Email,Dispute regarding service charges
I0019558,C001168,2025-02-22 11:04:00,DCA,PTP Recorded,Email,Email bounced
I0020360,C003758,2025-02-22 11:42:00,FedEx,Escalation,Email,Dispute regarding service charges
I0022042,C004917,2025-02-22 13:06:00,FedEx,Allocated,SMS,Payment received partial
I0006362,C001356,2025-02-22 13:58:00,DCA,Call Attempt,Phone,Customer promised to pay next week
I0002170,C001095,2025-02-22 15:31:00,FedEx,Portal Message,In-person,Updated contact details
I0015764,C004501,2025-02-22 17:05:00,DCA,Call Attempt,Email,Escalated due to SLA breach
I0005982,C000629,2025-02-22 18:14:00,FedEx,Case Closed,Portal,Payment received partial
I0011995,C002709,2025-02-22 18:55:00,DCA,Call Attempt,Email,Email bounced
I0016924,C000208,2025-02-23 08:06:00,FedEx,Portal Message,SMS,Dispute regarding service charges
I0006277,C002916,2025-02-23 08:17:00,DCA,Call Connected,SMS,Customer asked for payment plan
I0004974,C004819,2025-02-23 08:38:00,FedEx,Dispute Raised,In-person,Customer promised to pay next week
I0010585,C004347,2025-02-23 08:43:00,FedEx,Payment Received,In-person,Left voicemail
I0013894,C004219,2025-02-23 08:54:00,FedEx,Note Added,Phone,No response after multiple attempts
I0014589,C004536,2025-02-23 10:09:00,FedEx,Note Added,Portal,Left voicemail
I0021301,C004048,2025-02-23 10:50:00,DCA,Allocated,Phone,Payment received partial
I0020051,C000211,2025-02-23 11:02:00,DCA,Dispute Raised,Portal,Email bounced
I0021830,C002525,2025-02-23 11:43:00,FedEx,Call Attempt,Portal,Dispute regarding service charges
I0014976,C001075,2025-02-23 11:51:00,DCA,Note Added,In-person,Customer asked for payment plan
I0018145,C002760,2025-02-23 13:13:00,DCA,Email Sent,Portal,Escalated due to SLA breach
I0010144,C002370,2025-02-23 13:45:00,DCA,Case Closed,SMS,Customer requested invoice copy
I0018380,C002599,2025-02-23 14:09:00,FedEx,Call Attempt,SMS,Customer asked for payment plan
I0009647,C002567,2025-02-23 14:11:00,DCA,Call Connected,Portal,Customer promised to pay next week
I0024821,C003994,2025-02-23 14:20:00,DCA,Allocated,Portal,Updated contact details
I0022067,C004243,2025-02-23 14:21:00,DCA,Call Connected,In-person,Payment received partial
I0004204,C001859,2025-02-23 14:44:00,DCA,Email Sent,Phone,Customer requested invoice copy
I0020719,C001076,2025-02-23 16:01:00,DCA,Escalation,Portal,Updated contact details
I0020999,C004657,2025-02-23 16:36:00,FedEx,SMS Sent,In-person,No response after multiple attempts
I0011827,C004356,2025-02-23 16:42:00,DCA,SMS Sent,SMS,Customer asked for payment plan
I0006635,C003818,2025-02-23 16:43:00,FedEx,Call Attempt,Phone,Updated contact details
I0002374,C002648,2025-02-23 16:59:00,DCA,Email Sent,Portal,Customer requested invoice copy
I0021316,C000296,2025-02-23 17:43:00,DCA,Call Connected,In-person,Dispute regarding service charges
I0014270,C003869,2025-02-23 18:50:00,FedEx,Email Sent,Phone,Updated contact details
I0019488,C000225,2025-02-24 08:15:00,DCA,Note Added,In-person,Email bounced
I0022792,C002496,2025-02-24 09:26:00,DCA,Call Connected,SMS,Email bounced
I0024478,C000981,2025-02-24 09:33:00,FedEx,Email Sent,Email,Email bounced
I0001349,C001485,2025-02-24 09:42:00,DCA,Call Attempt,Portal,Escalated due to SLA breach
I0011541,C001474,2025-02-24 10:19:00,DCA,Portal Message,Portal,Customer requested invoice copy
I0003693,C001736,2025-02-24 10:34:00,DCA,Escalation,In-person,Left voicemail
I0010994,C001395,2025-02-24 10:39:00,DCA,Call Attempt,Phone,No response after multiple attempts
I0012158,C003698,2025-02-24 10:53:00,FedEx,Portal Message,SMS,Left voicemail
I0014011,C003757,2025-02-24 11:42:00,DCA,Email Sent,SMS,Customer asked for payment plan
I0024332,C003216,2025-02-24 14:03:00,DCA,Escalation,In-person,Customer promised to pay next week
I0001374,C001075,2025-02-24 14:11:00,DCA,Note Added,Phone,Payment received partial
I0019060,C004117,2025-02-24 14:11:00,DCA,Call Attempt,Phone,Payment received partial
I0015059,C000481,2025-02-24 14:14:00,DCA,Case Closed,Portal,Escalated due to SLA breach
I0010395,C000014,2025-02-24 14:35:00,DCA,Escalation,SMS,Customer asked for payment plan
I0024992,C001148,2025-02-24 14:48:00,FedEx,Dispute Raised,SMS,Customer requested invoice copy
I0008411,C001144,2025-02-24 15:32:00,DCA,Dispute Raised,SMS,Customer requested invoice copy
I0008911,C003758,2025-02-24 16:21:00,FedEx,SMS Sent,Portal,Customer asked for payment plan
I0014191,C004870,2025-02-24 18:10:00,DCA,SMS Sent,SMS,Updated contact details
I0015874,C002150,2025-02-24 18:17:00,FedEx,Call Connected,Phone,Left voicemail
I0022207,C002511,2025-02-24 18:19:00,FedEx,Call Attempt,Email,Email bounced
I0020330,C003465,2025-02-25 08:13:00,DCA,Call Attempt,Portal,Customer asked for payment plan
I0010316,C002485,2025-02-25 08:56:00,FedEx,Call Connected,In-person,Customer asked for payment plan
I0012286,C004243,2025-02-25 09:35:00,DCA,PTP Recorded,Email,Payment received partial
I0011899,C003994,2025-02-25 09:38:00,FedEx,Note Added,Portal,Customer promised to pay next week
I0024465,C000265,2025-02-25 10:29:00,FedEx,Note Added,In-person,Payment received partial
I0024313,C001421,2025-02-25 12:36:00,FedEx,Call Connected,Phone,Customer requested invoice copy
I0024295,C000531,2025-02-25 13:16:00,FedEx,Call Connected,SMS,Email bounced
I0010521,C002157,2025-02-25 13:19:00,FedEx,Email Sent,Email,Dispute regarding service charges
I0010704,C000514,2025-02-25 13:58:00,DCA,Call Attempt,Email,Customer requested invoice copy
I0009947,C001050,2025-02-25 14:06:00,DCA,SMS Sent,Email,Left voicemail
I0021800,C002679,2025-02-25 14:46:00,DCA,Call Attempt,Email,Updated contact details
I0013408,C000156,2025-02-25 14:55:00,DCA,SMS Sent,SMS,Dispute regarding service charges
I0017471,C004938,2025-02-25 15:09:00,FedEx,SMS Sent,SMS,Dispute regarding service charges
I0004134,C001562,2025-02-25 15:54:00,FedEx,Portal Message,Portal,Customer asked for payment plan
I0007407,C000372,2025-02-25 17:06:00,FedEx,Email Sent,In-person,Left voicemail
I0002114,C001255,2025-02-25 17:51:00,FedEx,Call Attempt,In-person,Customer requested invoice copy
I0012713,C004050,2025-02-25 17:53:00,DCA,PTP Recorded,Portal,Email bounced
I0022319,C004648,2025-02-26 09:28:00,DCA,Call Attempt,Portal,Customer asked for payment plan
I0011589,C002309,2025-02-26 09:40:00,DCA,Call Attempt,Portal,Payment received partial
I0023160,C004386,2025-02-26 10:09:00,DCA,Dispute Raised,SMS,Dispute regarding service charges
I0016838,C004808,2025-02-26 10:42:00,FedEx,Email Sent,Email,Customer promised to pay next week
I0017664,C003103,2025-02-26 13:00:00,FedEx,PTP Recorded,Email,Payment received partial
I0018003,C004347,2025-02-26 13:06:00,DCA,Note Added,In-person,Dispute regarding service charges
I0000590,C001156,2025-02-26 15:16:00,FedEx,SMS Sent,Portal,Left voicemail
I0003330,C004922,2025-02-26 15:50:00,DCA,Call Attempt,SMS,Updated contact details
I0006890,C003625,2025-02-26 16:32:00,FedEx,Call Connected,Portal,Payment received partial
I0009159,C000852,2025-02-26 16:32:00,FedEx,Escalation,Phone,Payment received partial
I0018039,C001485,2025-02-26 16:38:00,DCA,Case Closed,In-person,Payment received partial
I0014116,C001325,2025-02-26 17:48:00,FedEx,Portal Message,Email,Dispute regarding service charges
I0007004,C000213,2025-02-26 17:48:00,DCA,Call Attempt,SMS,Updated contact details
I0021896,C002959,2025-02-26 18:08:00,FedEx,Call Attempt,Email,Left voicemail
I0018668,C000858,2025-02-26 18:11:00,DCA,SMS Sent,In-person,Dispute regarding service charges
I0011824,C001276,2025-02-26 18:22:00,DCA,SMS Sent,SMS,Escalated due to SLA breach
I0012039,C000947,2025-02-26 18:32:00,DCA,Email Sent,In-person,No response after multiple attempts
I0024341,C004002,2025-02-26 18:39:00,DCA,Dispute Raised,Phone,Customer requested invoice copy
I0008427,C002259,2025-02-27 08:04:00,FedEx,Allocated,In-person,Customer promised to pay next week
I0008614,C000179,2025-02-27 08:42:00,DCA,Call Connected,In-person,Escalated due to SLA breach
